"Name","Gender","Religion","Cast","Country"
"Vasumanas","Male","hindu","","India"
"Vasuprada","Male","hindu","","India"
"Vasuretas","Male","hindu","","India"
"Vasusravas","Male","hindu","","India"
"Vatarupa","Male","hindu","","India"
"Vatsala","Male","hindu","","India"
"Vayas","Male","hindu","","India"
"Vayuvahana","Male","hindu","","India"
"Vedakara","Male","hindu","","India"
"Vedanga","Male","hindu","","India"
"Vedantasarasandoha","Male","hindu","","India"
"Vedasastrarthatattvajna","Male","hindu","","India"
"Vedhas","Male","hindu","","India"
"Akshobhyah","Male","hindu","","India"
"Amaanee","Male","hindu","","India"
"Amaraprabhuh","Male","hindu","","India"
"Ambho-Nidhir","Male","hindu","","India"
"Ameyaatmaa","Male","hindu","","India"
"Amitaashanah","Male","hindu","","India"
"Amitavikramah","Male","hindu","","India"
"Amoghah","Male","hindu","","India"
"Amoortih","Male","hindu","","India"
"A-Moortirmaan","Male","hindu","","India"
"Amritaamsoodbhavo","Male","hindu","","India"
"Amritaashah","Male","hindu","","India"
"Amritah","Male","hindu","","India"
"Amritapah","Male","hindu","","India"
"Amritavapuh","Male","hindu","","India"
"Amrityuh","Male","hindu","","India"
"Anaadih","Male","hindu","","India"
"Anaadi-Nidhanah","Male","hindu","","India"
"Anaamayah","Male","hindu","","India"
"Anaghah","Male","hindu","","India"
"Analah","Male","hindu","","India"
"Anantaatmaa","Male","hindu","","India"
"Anantah","Male","hindu","","India"
"Anantajit","Male","hindu","","India"
"Anantaroopah","Male","hindu","","India"
"Aashramah","Male","hindu","","India"
"Aatmavaan","Male","hindu","","India"
"Aatmayonih","Male","hindu","","India"
"Aavartanah","Male","hindu","","India"
"Abhipraayah","Male","hindu","","India"
"A-Bhooh","Male","hindu","","India"
"Acalah","Male","hindu","","India"
"Achyutah","Male","hindu","","India"
"Acintyo","Male","hindu","","India"
"Adbhutah","Male","hindu","","India"
"Adhaataa","Male","hindu","","India"
"Adhishthaanam","Male","hindu","","India"
"Adhokshajah","Male","hindu","","India"
"Adhritah","Male","hindu","","India"
"Adrishyah","Male","hindu","","India"
"Agraahyah","Male","hindu","","India"
"Agrajah","Male","hindu","","India"
"Agraneeh","Male","hindu","","India"
"Ahah","Male","hindu","","India"
"Ahassamvartakah","Male","hindu","","India"
"Ajah","Male","hindu","","India"
"Ajitah","Male","hindu","","India"
"Akroorah","Male","hindu","","India"
"Akshara","Male","hindu","","India"
"Aksharam","Male","hindu","","India"
"Stutipriya","Male","hindu","","India"
"Subhaga","Male","hindu","","India"
"Subhanga","Male","hindu","","India"
"Subrahmanya","Male","hindu","","India"
"Suci","Male","hindu","","India"
"Sucismita","Male","hindu","","India"
"Suddhatman","Male","hindu","","India"
"Suddhavigraha","Male","hindu","","India"
"Sudhapati","Male","hindu","","India"
"Sudhi","Male","hindu","","India"
"Sugata","Male","hindu","","India"
"Sukara","Male","hindu","","India"
"Sukhada","Male","hindu","","India"
"Sukhanila","Male","hindu","","India"
"Sukhin","Male","hindu","","India"
"Sukirti","Male","hindu","","India"
"Sukrta","Male","hindu","","India"
"Suksma","Male","hindu","","India"
"Sukumara","Male","hindu","","India"
"Sulabha","Male","hindu","","India"
"Sulin","Male","hindu","","India"
"Sulocana","Male","hindu","","India"
"Sunispanna","Male","hindu","","India"
"Sunitii","Male","hindu","","India"
"Suparna","Male","hindu","","India"
"Smarana","Male","hindu","","India"
"Smasananilaya","Male","hindu","","India"
"Smasanastha","Male","hindu","","India"
"Smasanilaya","Male","hindu","","India"
"Snigdhakrti","Male","hindu","","India"
"Sobhana","Male","hindu","","India"
"Sokanasana","Male","hindu","","India"
"Soma","Male","hindu","","India"
"Somapa","Male","hindu","","India"
"Somatra","Male","hindu","","India"
"Spastaksara","Male","hindu","","India"
"Sragvin","Male","hindu","","India"
"Sramana","Male","hindu","","India"
"Srastr","Male","hindu","","India"
"Srestha","Male","hindu","","India"
"Srikantha","Male","hindu","","India"
"Srimat","Male","hindu","","India"
"Sriparvatapriya","Male","hindu","","India"
"Stava","Male","hindu","","India"
"Sthanada","Male","hindu","","India"
"Sthapati","Male","hindu","","India"
"Sthavira-Dhruva","Male","hindu","","India"
"Sthavistha","Male","hindu","","India"
"Sthira","Male","hindu","","India"
"Stotr","Male","hindu","","India"
"Pursasana","Male","hindu","","India"
"Puruhuta","Male","hindu","","India"
"Purusruta","Male","hindu","","India"
"Pusadantabhit","Male","hindu","","India"
"Puskala","Male","hindu","","India"
"Puskara","Male","hindu","","India"
"Puspalocana","Male","hindu","","India"
"Rasada","Male","hindu","","India"
"Rasajna","Male","hindu","","India"
"Rave","Male","hindu","","India"
"Ravilocana","Male","hindu","","India"
"Ripujivahara","Male","hindu","","India"
"Rsi","Male","hindu","","India"
"Ruci","Male","hindu","","India"
"Rucirangada","Male","hindu","","India"
"Rudra","Male","hindu","","India"
"Sabda","Male","hindu","","India"
"Sabdapati","Male","hindu","","India"
"Sadacara","Male","hindu","","India"
"Sadagati","Male","hindu","","India"
"Sadasattrapa","Male","hindu","","India"
"Sadasiva","Male","hindu","","India"
"Sadasraya","Male","hindu","","India"
"Sadayogin, Yogavid, Yogin","Male","hindu","","India"
"Sadgati","Male","hindu","","India"
"Sarvasadhana","Male","hindu","","India"
"Sarvasasana","Male","hindu","","India"
"Sarvasastra Prabhanjana","Male","hindu","","India"
"Sarvasastrabhrdvara","Male","hindu","","India"
"Sarvasattvavalambana","Male","hindu","","India"
"Sarvasin","Male","hindu","","India"
"Sarvasuddhi","Male","hindu","","India"
"Sarvatapana","Male","hindu","","India"
"Sarvavasa","Male","hindu","","India"
"Sarvayoni","Male","hindu","","India"
"Sarvayudhavisarada","Male","hindu","","India"
"Sarvesa","Male","hindu","","India"
"Sarvesvara","Male","hindu","","India"
"Sasigunakara","Male","hindu","","India"
"Sastr","Male","hindu","","India"
"Sasvata","Male","hindu","","India"
"Satpathacara","Male","hindu","","India"
"Satrta","Male","hindu","","India"
"Satrujit","Male","hindu","","India"
"Satrupramathin","Male","hindu","","India"
"Satrutapana","Male","hindu","","India"
"Sattvavat","Male","hindu","","India"
"Sattvika, Sattva, Krtaneha","Male","hindu","","India"
"Satya","Male","hindu","","India"
"Satyapara","Male","hindu","","India"
"Mahibhartr","Male","hindu","","India"
"Mahotsaha","Male","hindu","","India"
"Manadhara","Male","hindu","","India"
"Mangalavrta","Male","hindu","","India"
"Mangalya","Male","hindu","","India"
"Manipura","Male","hindu","","India"
"Manobuddhi Ahamkara","Male","hindu","","India"
"Manogati","Male","hindu","","India"
"Manojava","Male","hindu","","India"
"Mantra Pratyaya","Male","hindu","","India"
"Matamaha","Male","hindu","","India"
"Matartisvan","Male","hindu","","India"
"Meghabhaksa","Male","hindu","","India"
"Mrda","Male","hindu","","India"
"Mrgabanarpana","Male","hindu","","India"
"Mrgapati","Male","hindu","","India"
"Mrgavyadha","Male","hindu","","India"
"Mundin","Male","hindu","","India"
"Muni","Male","hindu","","India"
"Nabhaoyoni","Male","hindu","","India"
"Nabhasvat","Male","hindu","","India"
"Nabhasya","Male","hindu","","India"
"Nabhogati","Male","hindu","","India"
"Nadisvara","Male","hindu","","India"
"Nagabhusana","Male","hindu","","India"
"Shreyah","Male","hindu","","India"
"Shringee","Male","hindu","","India"
"Shruti-Saagarah","Male","hindu","","India"
"Shubhaangah","Male","hindu","","India"
"Shubhekshanah","Male","hindu","","India"
"Shuchih","Male","hindu","","India"
"Shuchi-Shravaah","Male","hindu","","India"
"Siddhaarthah","Male","hindu","","India"
"Siddhah","Male","hindu","","India"
"Siddhasankalpah","Male","hindu","","India"
"Siddhidah","Male","hindu","","India"
"Siddhih","Male","hindu","","India"
"Siddhisaadhanah","Male","hindu","","India"
"Simhah","Male","hindu","","India"
"Sishteshtah","Male","hindu","","India"
"Skanda-Dharah","Male","hindu","","India"
"Skandah","Male","hindu","","India"
"Somah","Male","hindu","","India"
"Somapah","Male","hindu","","India"
"Sookshmah","Male","hindu","","India"
"Sooryah","Male","hindu","","India"
"Spashtaaksharo","Male","hindu","","India"
"Sragvee","Male","hindu","","India"
"Srashtaa","Male","hindu","","India"
"Stavapriyah","Male","hindu","","India"
"Padmanaabhah","Male","hindu","","India"
"Padmanibhekshanah","Male","hindu","","India"
"Padmee","Male","hindu","","India"
"Panah","Male","hindu","","India"
"Paraayanam","Male","hindu","","India"
"Paramaatmaa","Male","hindu","","India"
"Paramaspashtah","Male","hindu","","India"
"Parameshthee","Male","hindu","","India"
"Parameshvarah","Male","hindu","","India"
"Pararddhih","Male","hindu","","India"
"Parigrahah","Male","hindu","","India"
"Parjanyah","Male","hindu","","India"
"Paryavasthitah","Male","hindu","","India"
"Pavanah","Male","hindu","","India"
"Pavitram","Male","hindu","","India"
"Peshalah","Male","hindu","","India"
"Poorayitaa","Male","hindu","","India"
"Poornah","Male","hindu","","India"
"Pootaatmaa","Male","hindu","","India"
"Praagvamshah","Male","hindu","","India"
"Praamshuh","Male","hindu","","India"
"Praanadah","Male","hindu","","India"
"Praanah","Male","hindu","","India"
"Praanajeevanah","Male","hindu","","India"
"Praananilayah","Male","hindu","","India"
"Halaayudhah","Male","hindu","","India"
"Hamsah","Male","hindu","","India"
"Harih","Male","hindu","","India"
"Havih","Male","hindu","","India"
"Havirharih","Male","hindu","","India"
"Hemaangah","Male","hindu","","India"
"Hetuh","Male","hindu","","India"
"Hiranyagarbhah","Male","hindu","","India"
"Hiranyanaabhah","Male","hindu","","India"
"Hrisheekeshah","Male","hindu","","India"
"Hutabhuk","Male","hindu","","India"
"Ijyah","Male","hindu","","India"
"Indrakarmaa","Male","hindu","","India"
"Ishtah","Male","hindu","","India"
"Jagadaadijah","Male","hindu","","India"
"Jagatas-Setuh","Male","hindu","","India"
"Jahnuh","Male","hindu","","India"
"Janaardanah","Male","hindu","","India"
"Jana-Janmaadir","Male","hindu","","India"
"Jananah","Male","hindu","","India"
"Janeshvarah","Male","hindu","","India"
"Janma-Mrityu-Jaraatigah","Male","hindu","","India"
"Jayah","Male","hindu","","India"
"Jayantah","Male","hindu","","India"
"Jeevah","Male","hindu","","India"
"Ekaatmaa","Male","hindu","","India"
"Ekah","Male","hindu","","India"
"Ekapaat","Male","hindu","","India"
"Gabhastinemih","Male","hindu","","India"
"Gabheeraatmaa","Male","hindu","","India"
"Gabheerah","Male","hindu","","India"
"Gadaadharah","Male","hindu","","India"
"Gadaagrajah","Male","hindu","","India"
"Gahanah","Male","hindu","","India"
"Gahano","Male","hindu","","India"
"Garudadhvajah","Male","hindu","","India"
"Gatisattamah","Male","hindu","","India"
"Ghritaaseeh","Male","hindu","","India"
"Gohitah","Male","hindu","","India"
"Gopatih","Male","hindu","","India"
"Goptaa","Male","hindu","","India"
"Govidaam-Patih","Male","hindu","","India"
"Govindah","Male","hindu","","India"
"Graamaneeh","Male","hindu","","India"
"Guhah","Male","hindu","","India"
"Guhyo","Male","hindu","","India"
"Gunabhrit","Male","hindu","","India"
"Guptah","Male","hindu","","India"
"Guruh","Male","hindu","","India"
"Gurutamah","Male","hindu","","India"
